post,generic_links,g_early-intervention,g_parent-training,g_behavior-support,g_transition-planning,state_links,sig_nj,sig_ga,sig_nc,best_state
/post/understanding-the-stages-of-skill-acquisition-in-aba-therapy,0,0,0,0,0,0,4,6,4,georgia
/post/understanding-the-unique-learning-styles-of-children-with-autism,1,1,0,0,0,0,1,3,1,georgia
/post/using-aba-therapy-to-develop-early-literacy-skills,1,0,0,0,1,0,1,3,1,georgia
/post/using-play-based-therapy-to-improve-social-skills-in-asd,1,0,0,1,0,0,1,3,1,georgia
/post/using-social-media-as-a-resource-for-autism-support,1,0,0,1,0,0,1,3,1,georgia
/post/using-storytelling-as-a-teaching-tool-in-therapy,1,0,0,1,0,0,2,4,2,georgia
/post/using-video-modeling-to-teach-new-skills,1,0,0,0,1,0,1,3,1,georgia
/post/virtual-autism-symptoms,1,1,0,0,0,0,1,3,1,georgia
/post/virtual-autism-therapy,1,1,0,0,0,0,1,3,1,georgia
/post/vitamin-d-and-autism,1,1,0,0,0,0,1,3,1,georgia
/post/vocal-stimming-in-autism,2,0,0,2,0,0,2,4,2,georgia
/post/what-does-overstimulation-feel-like-autism,2,0,1,1,0,0,2,4,2,georgia
/post/what-families-should-know-about-aba-therapy-ethics-and-consent,1,0,1,0,0,0,2,4,2,georgia
/post/what-happens-if-autism-is-not-treated,1,1,0,0,0,0,2,4,2,georgia
/post/what-happens-to-severely-autistic-adults,1,0,1,0,0,0,2,4,2,georgia
/post/what-is-an-iep-for-autism,3,0,1,1,1,0,9,9,7,new-jersey
/post/what-is-atypical-autism,1,0,0,1,0,0,2,4,2,georgia
/post/what-is-autism-scripting,1,0,1,0,0,0,2,4,2,georgia
/post/what-is-choice-theory,0,0,0,0,0,0,2,4,2,georgia
/post/what-is-defeat-autism-now,1,1,0,0,0,0,2,4,2,georgia
/post/what-is-lovaas-method-aba-therapy,1,0,0,1,0,0,1,3,1,georgia
/post/what-is-pervasive-developmental-disorder,2,1,0,1,0,0,2,4,2,georgia
/post/what-is-respite-care-autism,0,0,0,0,0,0,7,4,2,new-jersey
/post/what-is-the-average-iq,1,1,0,0,0,0,4,6,4,georgia
/post/what-part-of-the-brain-causes-autism,1,1,0,0,0,0,2,4,2,georgia
/post/when-to-stop-aba-therapy,1,0,1,0,0,0,1,3,1,georgia
/post/which-autism-makes-you-smart,1,1,0,0,0,0,2,4,2,georgia
/post/which-parent-carries-the-autism-gene,1,1,0,0,0,0,5,6,4,georgia
/post/who-is-qualified-to-diagnose-autism-in-adults,1,1,0,0,0,0,4,6,4,georgia
/post/why-do-autistic-people-like-sonic,1,0,1,0,0,0,2,4,2,georgia
/post/why-do-autistic-people-rock,1,0,1,0,0,0,2,4,2,georgia
/post/why-people-with-autism-are-smart,1,0,1,0,0,0,2,4,2,georgia
